traceId,time,lng,lat,sunlit,shadowPercent,bucketStart,bucketEnd,source,cloudCover,sunlightFactor,sunlitEffective,shadowPercentEffective,solarIrradianceWm2,irradianceEffective,durationSeconds,sunlightSeconds,shadowSeconds,irradianceJ
1,2021-11-19T01:59:34.000Z,114.1292576,22.2823689,0,100,2021-11-19T01:59:00.000Z,2021-11-19T02:00:00.000Z,engine,0.6533203125,0.444677734375,0,100,,,60,0,60,
1,2021-11-19T02:00:34.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:00:00.000Z,2021-11-19T02:01:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,61,0,61,
1,2021-11-19T02:01:35.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:01:00.000Z,2021-11-19T02:02:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:02:35.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:02:00.000Z,2021-11-19T02:03:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:03:35.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:03:00.000Z,2021-11-19T02:04:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:04:35.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:04:00.000Z,2021-11-19T02:05:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:05:35.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:05:00.000Z,2021-11-19T02:06:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:06:35.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:06:00.000Z,2021-11-19T02:07:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,28,0,28,
1,2021-11-19T02:07:03.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:07:00.000Z,2021-11-19T02:08:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,300,0,300,
1,2021-11-19T02:13:50.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:13:00.000Z,2021-11-19T02:14:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,40,0,40,
1,2021-11-19T02:14:30.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:14:00.000Z,2021-11-19T02:15:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:15:30.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:15:00.000Z,2021-11-19T02:16:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,61,0,61,
1,2021-11-19T02:16:31.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:16:00.000Z,2021-11-19T02:17:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:17:31.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:17:00.000Z,2021-11-19T02:18:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,61,0,61,
1,2021-11-19T02:18:32.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:18:00.000Z,2021-11-19T02:19:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
1,2021-11-19T02:19:32.000Z,114.1292576,22.2823689,0,100,2021-11-19T02:19:00.000Z,2021-11-19T02:20:00.000Z,engine,0.95416259765625,0.18896179199218754,0,100,,,60,0,60,
