timestamp,gpx_lon,gpx_lat,gps_lon,gps_lat,air_lon,air_lat,fnl_lon,fnl_lat,type_mask,mlt_mask,date,stay_point_x,stay_point_y,stay_status,move_id,outlier,time_minute,time_hour,time_date
1637293466.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,3,1.0,44.0,11.0,19.0
1637293526.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,3,1.0,45.0,11.0,19.0
1637293586.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,3,1.0,46.0,11.0,19.0
1637293647.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,47.0,11.0,19.0
1637293707.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,48.0,11.0,19.0
1637293767.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,49.0,11.0,19.0
1637293827.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,50.0,11.0,19.0
1637293887.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,51.0,11.0,19.0
1637293947.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,52.0,11.0,19.0
1637294007.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,53.0,11.0,19.0
1637294067.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,54.0,11.0,19.0
1637294127.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,55.0,11.0,19.0
1637294187.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,56.0,11.0,19.0
1637294247.0,,,114.1288861,22.2806829,,,114.1288861,22.2806829,log,sing,19,,,0.0,4,1.0,57.0,11.0,19.0
1637294307.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,58.0,11.0,19.0
1637294367.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,59.0,11.0,19.0
1637294427.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,0.0,12.0,19.0
1637294487.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,1.0,12.0,19.0
